No	Xt-EHR resource	Xt-EHR field	Xt-EHR cardinality	Xt-EHR description	ExtEHR type	Xt-EHR binding	Xt-EHR source	R5 Mapped Resource	R5 Mapped Field	R5 Relation				R5 Comments	R5 Needs work	R5 Producer Obligation	R5 Consumer Obligation	R5 Composition section	R4 Mapped Resource	R4 Mapped Field	R4 EQ				R4 Modeling	R4 Needs work	R4 Producer Obligation	R4 Consumer Obligation	R4 Composition section	
1364	EHDSPatientSummary	carePlans.carePlan	0..*	Describes the intention of how one or more practitioners intend to deliver care for a particular patient for a period of time, possibly limited to care for a specific condition or set of conditions.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCarePlan		Describes the intention of how one or more practitioners intend to deliver care for a particular patient for a period of time, possibly limited to care for a specific condition or set of conditions.																							
1365	EHDSPatientSummary	carePlans.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1366	EHDSPregnancyHistory		0..*	Pregnancy history for one pregnancy			Pregnancy history model																							
1367	EHDSPregnancyHistory	header	1..1	Basic metadata for this information	Base		Basic metadata for this information																							
1368	EHDSPregnancyHistory	header.subject	1..1	Patient/subject information	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient		Patient/subject information																							
1369	EHDSPregnancyHistory	header.identifier	0..*	Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).	Identifier		Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).																							
1370	EHDSPregnancyHistory	header.author[x]	0..*	Author of this observation	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional		Author of this observation																							
1371	EHDSPregnancyHistory	header.author[x]	0..*	Author of this observation	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		Author of this observation																							
1372	EHDSPregnancyHistory	header.author[x]	0..*	Author of this observation	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice		Author of this observation																							
1373	EHDSPregnancyHistory	header.date	0..1	Date and optionally time of authoring/issuing	dateTime		Date and optionally time of authoring/issuing																							
1374	EHDSPregnancyHistory	header.status	1..1	Status of this observation	CodeableConcept		Status of this observation																							
1375	EHDSPregnancyHistory	header.source	0..1	Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.	CodeableConcept		Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.																							
1376	EHDSPregnancyHistory	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language in which the resource is written. Language is expressed by the IETF language tag.																							
1377	EHDSPregnancyHistory	endDate	0..1	The end date of the pregnancy.	dateTime		The end date of the pregnancy.																							
1378	EHDSPregnancyHistory	outcome	0..1	The outcome of the pregnancy.	CodeableConcept	SNOMED CT (preferred)	The outcome of the pregnancy.	ICD-11	SNOMED CT (preferred)	Outcome											Outcome									
1379	EHDSPregnancyHistory	numberOfFetuses	0..1	Number of children/fetuses in this specific pregnancy	integer		Number of children/fetuses in this specific pregnancy																							
1380	EHDSPregnancyHistory	note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1381	EHDSProcedure		0..*	The model provides basic information about a procedure performed on or for a patient. This includes surgical, therapeutic, and diagnostic procedures, as well as specimen collection. The model does not cover procedures in the planning stage.			Procedure model	EuProcedure																						
1382	EHDSProcedure	header	1..1	Basic metadata for this information	Base		Basic metadata for this information																							
1383	EHDSProcedure	header.subject	1..1	Patient/subject information	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient		Patient/subject information	EuProcedure	subject	EQ		EuPatient									EQ		EuPatient							
1384	EHDSProcedure	header.identifier	0..*	Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).	Identifier		Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).	EuProcedure	identifier	EQ											EQ									
1385	EHDSProcedure	header.author[x]	0..*	Author responsible for the provided information.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional		Author responsible for the provided information.																							
1386	EHDSProcedure	header.author[x]	0..*	Author responsible for the provided information.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		Author responsible for the provided information.																							
1387	EHDSProcedure	header.author[x]	0..*	Author responsible for the provided information.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice		Author responsible for the provided information.																							
1388	EHDSProcedure	header.date	0..1	Date and optionally time of authoring/issuing	dateTime		Date and optionally time of authoring/issuing																							
1389	EHDSProcedure	header.status	1..1	Status of the procedure (e.g. completed, on hold, stopped)	CodeableConcept	HL7 Event Status (preferred)	Status of the procedure (e.g. completed, on hold, stopped)	EuProcedure	status	EQ											EQ									
1390	EHDSProcedure	header.source	0..1	Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.	CodeableConcept		Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.																							
